"","V1","Country","City","AccentCity","Region","Population","Latitude","Longitude"
"621",21267,"us","brighton","Brighton","CO",29328,39.9852778,-104.82
"622",21276,"us","broomfield","Broomfield","CO",44692,39.9205556,-105.0861111
"623",21314,"us","canon city","Canon City","CO",15972,38.4,-105.2166667
"624",21332,"us","castle rock","Castle Rock","CO",38814,39.3722222,-104.8555556
"625",21333,"us","castlewood","Castlewood","CO",25271,39.5847222,-104.9005556
"626",21344,"us","centennial","Centennial","CO",96930,39.5791667,-104.8763889
"627",21365,"us","cimarron hills","Cimarron Hills","CO",16981,38.8586111,-104.6983333
"628",21371,"us","clifton","Clifton","CO",19435,39.0919444,-108.4483333
"629",21387,"us","colorado springs","Colorado Springs","CO",373072,38.8338889,-104.8208333
"630",21388,"us","columbine","Columbine","CO",23353,39.5877778,-105.0688889
"631",21393,"us","commerce city","Commerce City","CO",30707,39.8083333,-104.9333333
"632",21406,"us","cortez","Cortez","CO",8285,37.3488889,-108.5852778
"633",21413,"us","craig","Craig","CO",9391,40.5152778,-107.5458333
"634",21448,"us","denver","Denver","CO",555981,39.7391667,-104.9841667
"635",21479,"us","durango","Durango","CO",15022,37.2752778,-107.8794444
"636",21529,"us","englewood","Englewood","CO",32860,39.6477778,-104.9872222
"637",21531,"us","erie","Erie","CO",10403,40.0502778,-105.0494444
"638",21538,"us","evans","Evans","CO",19623,40.3763889,-104.6916667
"639",21552,"us","federal heights","Federal Heights","CO",11551,39.8513889,-104.9980556
"640",21569,"us","fort carson","Fort Carson","CO",10645,38.7375,-104.7883333
"641",21570,"us","fort collins","Fort Collins","CO",129252,40.5852778,-105.0838889
"642",21574,"us","fort morgan","Fort Morgan","CO",10969,40.2502778,-103.7994444
"643",21577,"us","fountain","Fountain","CO",15925,38.6822222,-104.7002778
"644",21635,"us","glenwood springs","Glenwood Springs","CO",8540,39.5505556,-107.3241667
"645",21639,"us","golden","Golden","CO",17887,39.7555556,-105.2205556
"646",21653,"us","grand junction","Grand Junction","CO",45938,39.0638889,-108.55
"647",21662,"us","greeley","Greeley","CO",86875,40.4233333,-104.7086111
"648",21671,"us","greenwood village","Greenwood Village","CO",13338,39.6172222,-104.9502778
"649",21731,"us","highlands ranch","Highlands Ranch","CO",101565,39.5538889,-104.9688889
"650",21815,"us","ken caryl","Ken Caryl","CO",33365,39.5758333,-105.1116667
"651",21860,"us","lafayette","Lafayette","CO",23716,39.9936111,-105.0891667
"652",21866,"us","lakewood","Lakewood","CO",140772,39.7047222,-105.0808333
"653",21867,"us","lamar","Lamar","CO",8514,38.0872222,-102.6202778
"654",21906,"us","littleton","Littleton","CO",40947,39.6133333,-105.0161111
"655",21922,"us","longmont","Longmont","CO",83291,40.1672222,-105.1013889
"656",21926,"us","louisville","Louisville","CO",17965,39.9777778,-105.1313889
"657",21928,"us","loveland","Loveland","CO",59618,40.3977778,-105.0744444
"658",22018,"us","montrose","Montrose","CO",15138,38.4783333,-107.8755556
"659",22070,"us","northglenn","Northglenn","CO",32656,39.8855556,-104.9866667
"660",22130,"us","parker","Parker","CO",41059,39.5186111,-104.7608333
"661",22202,"us","pueblo","Pueblo","CO",104293,38.2544444,-104.6086111
"662",22224,"us","redlands","Redlands","CO",7877,39.0788889,-108.635
"663",22332,"us","sherrelwood","Sherrelwood","CO",17556,39.8377778,-105.0008333
"664",22367,"us","southglenn","Southglenn","CO",42268,39.5872222,-104.9522222
"665",22386,"us","steamboat springs","Steamboat Springs","CO",9349,40.485,-106.8311111
"666",22389,"us","sterling","Sterling","CO",12682,40.6255556,-103.2072222
"667",22419,"us","superior","Superior","CO",11186,39.9527778,-105.1680556
"668",22437,"us","thornton","Thornton","CO",104658,39.8680556,-104.9713889
"669",22463,"us","trinidad","Trinidad","CO",9156,37.1694444,-104.5
"670",22536,"us","welby","Welby","CO",14031,39.8366667,-104.9586111
"671",22549,"us","westminster","Westminster","CO",104037,39.8366667,-105.0366667
"672",22553,"us","wheat ridge","Wheat Ridge","CO",30978,39.7661111,-105.0766667
"673",22574,"us","windsor","Windsor","CO",14904,40.4775,-104.9008333
"674",22607,"us","ansonia","Ansonia","CT",18959,41.3461111,-73.0794444
"675",22673,"us","branford","Branford","CT",29438,41.2794444,-72.8155556
"676",22677,"us","bridgeport","Bridgeport","CT",139090,41.1669444,-73.2052778
"677",22680,"us","bristol","Bristol","CT",61033,41.6716667,-72.9497222
"678",22733,"us","cheshire","Cheshire","CT",29443,41.4988889,-72.9011111
"679",22743,"us","clinton","Clinton","CT",14064,41.2786111,-72.5280556
"680",22749,"us","colchester","Colchester","CT",15502,41.5755556,-72.3325
"681",22764,"us","coventry","Coventry","CT",12428,41.77,-72.3055556
"682",22769,"us","cromwell","Cromwell","CT",13750,41.595,-72.6458333
"683",22774,"us","danbury","Danbury","CT",78565,41.3947222,-73.4544444
"684",22777,"us","darien","Darien","CT",20753,41.0786111,-73.4697222
"685",22783,"us","derby","Derby","CT",12717,41.3205556,-73.0894444
"686",22805,"us","east haddam","East Haddam","CT",9042,41.4530556,-72.4616667
"687",22806,"us","east hampton","East Hampton","CT",9540,41.5758333,-72.5030556
"688",22807,"us","east hartford","East Hartford","CT",50160,41.7822222,-72.6125
"689",22810,"us","east haven","East Haven","CT",29006,41.2761111,-72.8688889
"690",22833,"us","ellington","Ellington","CT",14693,41.9038889,-72.4702778
"691",22849,"us","fairfield","Fairfield","CT",59052,41.1411111,-73.2641667
"692",22911,"us","greenwich","Greenwich","CT",63652,41.0263889,-73.6288889
"693",22914,"us","groton","Groton","CT",10363,41.35,-72.0788889
"694",22918,"us","guilford","Guilford","CT",22498,41.2888889,-72.6822222
"695",22927,"us","hamden","Hamden","CT",59847,41.3958333,-72.8972222
"696",22939,"us","hartford","Hartford","CT",124019,41.7636111,-72.6855556
"697",22951,"us","hebron","Hebron","CT",9298,41.6577778,-72.3663889
"698",23026,"us","litchfield","Litchfield","CT",409,41.7472222,-73.1891667
"699",23042,"us","madison","Madison","CT",19100,41.2794444,-72.5988889
"700",23065,"us","meriden","Meriden","CT",59395,41.5380556,-72.8075
"701",23074,"us","middletown","Middletown","CT",50362,41.5622222,-72.6511111
"702",23077,"us","milford","Milford","CT",51195,41.2222222,-73.0569444
"703",23118,"us","naugatuck","Naugatuck","CT",32161,41.4858333,-73.0511111
"704",23123,"us","new britain","New Britain","CT",71455,41.6611111,-72.78
"705",23128,"us","new haven","New Haven","CT",124922,41.3080556,-72.9286111
"706",23129,"us","new london","New London","CT",26294,41.3555556,-72.1
"707",23130,"us","new milford","New Milford","CT",42421,41.5769444,-73.4088889
"708",23136,"us","newington","Newington","CT",29945,41.6977778,-72.7241667
"709",23147,"us","north branford","North Branford","CT",14454,41.3275,-72.7677778
"710",23160,"us","north haven","North Haven","CT",23960,41.3908333,-72.86
"711",23179,"us","norwalk","Norwalk","CT",84530,41.1175,-73.4083333
"712",23180,"us","norwich","Norwich","CT",36441,41.5241667,-72.0763889
"713",23195,"us","old saybrook","Old Saybrook","CT",10627,41.2916667,-72.3766667
"714",23197,"us","orange","Orange","CT",13860,41.2783333,-73.0261111
"715",23210,"us","oxford","Oxford","CT",11345,41.4338889,-73.1172222
"716",23237,"us","plainfield","Plainfield","CT",15498,41.6763889,-71.9155556
"717",23247,"us","plymouth","Plymouth","CT",12284,41.6719444,-73.0533333
"718",23262,"us","portland","Portland","CT",14510,41.5727778,-72.6411111
"719",23265,"us","prospect","Prospect","CT",9476,41.5022222,-72.9791667
"720",23267,"us","putnam","Putnam","CT",9111,41.915,-71.9094444
"721",23340,"us","seymour","Seymour","CT",16562,41.3966667,-73.0763889
"722",23346,"us","shelton","Shelton","CT",39695,41.3163889,-73.0936111
"723",23363,"us","somers","Somers","CT",11291,41.9852778,-72.4466667
"724",23386,"us","southbury","Southbury","CT",19836,41.4813889,-73.2136111
"725",23396,"us","stafford","Stafford","CT",12029,41.9847222,-72.2894444
"726",23399,"us","stamford","Stamford","CT",121230,41.0533333,-73.5391667
"727",23407,"us","stonington","Stonington","CT",251,41.3358333,-71.9063889
"728",23409,"us","storrs","Storrs","CT",10684,41.8083333,-72.25
"729",23413,"us","stratford","Stratford","CT",51268,41.1844444,-73.1336111
"730",23435,"us","thompson","Thompson","CT",9358,41.9586111,-71.8630556
"731",23442,"us","tolland","Tolland","CT",14891,41.8713889,-72.3691667
"732",23447,"us","torrington","Torrington","CT",36000,41.8005556,-73.1216667
"733",23454,"us","trumbull","Trumbull","CT",36065,41.2427778,-73.2011111
"734",23470,"us","vernon","Vernon","CT",30064,41.8186111,-72.48
"735",23485,"us","waterbury","Waterbury","CT",108507,41.5580556,-73.0519444
"736",23486,"us","watertown","Watertown","CT",22391,41.6061111,-73.1186111
"737",23502,"us","west hartford","West Hartford","CT",66610,41.7619444,-72.7425
"738",23504,"us","west haven","West Haven","CT",53401,41.2705556,-72.9475
"739",23531,"us","westport","Westport","CT",26938,41.1413889,-73.3583333
"740",23534,"us","wethersfield","Wethersfield","CT",27104,41.7141667,-72.6530556
"741",23543,"us","willimantic","Willimantic","CT",16686,41.7105556,-72.2086111
"742",23550,"us","windham","Windham","CT",23072,41.6997222,-72.1575
"743",23553,"us","windsor locks","Windsor Locks","CT",12138,41.9291667,-72.6277778
"744",23559,"us","wolcott","Wolcott","CT",16639,41.6022222,-72.9872222
"745",23560,"us","woodbridge","Woodbridge","CT",9355,41.3525,-73.0088889
"746",23561,"us","woodbury","Woodbury","CT",9755,41.5444444,-73.2094444
"747",23752,"us","brookside","Brookside","DE",14519,39.6669444,-75.7272222
"748",23845,"us","claymont","Claymont","DE",8925,39.8005556,-75.46
"749",23955,"us","dover","Dover","DE",33286,39.1580556,-75.5247222
"750",23992,"us","edgemoor","Edgemoor","DE",6036,39.75,-75.5
"751",24002,"us","elsmere","Elsmere","DE",5713,39.7391667,-75.5983333
"752",24091,"us","georgetown","Georgetown","DE",4932,38.69,-75.3858333
"753",24464,"us","middletown","Middletown","DE",6781,39.4494444,-75.7166667
"754",24473,"us","milford","Milford","DE",7129,38.9125,-75.4283333
"755",24528,"us","new castle","New Castle","DE",4718,39.6619444,-75.5666667
"756",24532,"us","newark","Newark","DE",30238,39.6836111,-75.75
"757",24631,"us","pike creek","Pike Creek","DE",25752,39.7308333,-75.7044444
"758",24786,"us","seaford","Seaford","DE",7121,38.6411111,-75.6113889
"759",24852,"us","smyrna","Smyrna","DE",6691,39.2997222,-75.605
"760",25062,"us","wilmington","Wilmington","DE",71356,39.7458333,-75.5469444
"761",25063,"us","wilmington manor","Wilmington Manor","DE",8091,39.6866667,-75.5847222
"762",25255,"us","washington","Washington","DC",552433,38.895,-77.0366667
"763",25297,"us","altamonte springs","Altamonte Springs","FL",40819,28.6608333,-81.3658333
"764",25324,"us","apopka","Apopka","FL",33216,28.6802778,-81.5097222
"765",25353,"us","atlantic beach","Atlantic Beach","FL",13644,30.3341667,-81.3988889
"766",25357,"us","auburndale","Auburndale","FL",12405,28.065,-81.7888889
"767",25363,"us","aventura","Aventura","FL",27892,25.9561111,-80.1394444
"768",25365,"us","avon park","Avon Park","FL",8777,27.5955556,-81.5063889
"769",25369,"us","azalea park","Azalea Park","FL",12347,28.5408333,-81.3008333
"770",25400,"us","bartow","Bartow","FL",15718,27.8961111,-81.8433333
"771",25425,"us","bayonet point","Bayonet Point","FL",24618,28.3263889,-82.6836111
"772",25430,"us","bayshore gardens","Bayshore Gardens","FL",17622,27.425,-82.5905556
"773",25463,"us","belle glade","Belle Glade","FL",15269,26.6841667,-80.6677778
"774",25474,"us","bellview","Bellview","FL",22282,30.4613889,-87.315
"775",25539,"us","bloomingdale","Bloomingdale","FL",23618,27.8933333,-82.2405556
"776",25559,"us","boca raton","Boca Raton","FL",80689,26.3583333,-80.0833333
"777",25570,"us","bonita springs","Bonita Springs","FL",41840,26.3394444,-81.7788889
"778",25581,"us","boynton beach","Boynton Beach","FL",66442,26.525,-80.0666667
"779",25583,"us","bradenton","Bradenton","FL",54608,27.4986111,-82.575
"780",25591,"us","brandon","Brandon","FL",90165,27.9375,-82.2861111
"781",25596,"us","brent","Brent","FL",22735,30.4686111,-87.2361111
"782",25667,"us","callaway","Callaway","FL",14913,30.1527778,-85.57
"783",25689,"us","cape canaveral","Cape Canaveral","FL",10101,28.4055556,-80.605
"784",25690,"us","cape coral","Cape Coral","FL",130807,26.5625,-81.9497222
"785",25703,"us","carol city","Carol City","FL",63031,25.9402778,-80.2458333
"786",25722,"us","casselberry","Casselberry","FL",23821,28.6775,-81.3280556
"787",25744,"us","century village","Century Village","FL",7839,26.7136111,-80.1291667
"788",25784,"us","citrus park","Citrus Park","FL",22364,28.0780556,-82.57
"789",25799,"us","clearwater","Clearwater","FL",108064,27.9655556,-82.8002778
"790",25801,"us","clermont","Clermont","FL",11473,28.5491667,-81.7730556
"791",25814,"us","cocoa","Cocoa","FL",16433,28.3858333,-80.7422222
"792",25815,"us","cocoa beach","Cocoa Beach","FL",12336,28.3197222,-80.6077778
"793",25817,"us","coconut creek","Coconut Creek","FL",50326,26.2513889,-80.1791667
"794",25842,"us","conway","Conway","FL",15129,28.5025,-81.3308333
"795",25846,"us","cooper city","Cooper City","FL",29172,26.0569444,-80.2719444
"796",25853,"us","coral gables","Coral Gables","FL",42485,25.7211111,-80.2686111
"797",25860,"us","coral springs","Coral Springs","FL",131674,26.2708333,-80.2708333
"798",25861,"us","coral terrace","Coral Terrace","FL",25120,25.7455556,-80.3047222
"799",25879,"us","country club","Country Club","FL",53746,25.9477778,-80.3172222
"800",25903,"us","crestview","Crestview","FL",16702,30.7619444,-86.5705556
"801",25930,"us","cutler","Cutler","FL",18117,25.6147222,-80.3108333
"802",25931,"us","cutler ridge","Cutler Ridge","FL",26831,25.5802778,-80.3469444
"803",25936,"us","cypress gardens","Cypress Gardens","FL",8755,27.9936111,-81.6902778
"804",25939,"us","cypress lake","Cypress Lake","FL",12994,26.5377778,-81.8994444
"805",25955,"us","dania beach","Dania Beach","FL",28826,26.0519444,-80.1441667
"806",25962,"us","davie","Davie","FL",82605,26.0625,-80.2333333
"807",25967,"us","daytona beach","Daytona Beach","FL",64661,29.2105556,-81.0230556
"808",25972,"us","de land","De Land","FL",22721,29.0280556,-81.3033333
"809",25984,"us","deerfield beach","Deerfield Beach","FL",66239,26.3180556,-80.1
"810",25993,"us","delray beach","Delray Beach","FL",65511,26.4611111,-80.0730556
"811",25997,"us","deltona","Deltona","FL",82008,28.9002778,-81.2638889
"812",26003,"us","destin","Destin","FL",12115,30.3933333,-86.4958333
"813",26014,"us","doctor phillips","Doctor Phillips","FL",10478,28.4491667,-81.4925
"814",26039,"us","dunedin","Dunedin","FL",37020,28.0194444,-82.7719444
"815",26061,"us","east lake","East Lake","FL",43892,28.1105556,-82.695
"816",26091,"us","edgewater","Edgewater","FL",21209,28.9886111,-80.9025
"817",26100,"us","egypt lake-leto","Egypt Lake-Leto","FL",46140,28.0166667,-82.4955556
"818",26113,"us","elfers","Elfers","FL",13662,28.2163889,-82.7225
"819",26132,"us","englewood","Englewood","FL",16907,26.9616667,-82.3527778
"820",26134,"us","ensley","Ensley","FL",20146,30.5186111,-87.2727778
"821",26147,"us","eustis","Eustis","FL",17071,28.8525,-81.6855556
"822",26163,"us","fairview shores","Fairview Shores","FL",14353,28.5908333,-81.3944444
"823",26186,"us","fern park","Fern Park","FL",8394,28.6488889,-81.3513889
"824",26187,"us","fernandina beach","Fernandina Beach","FL",11257,30.6694444,-81.4627778
"825",26189,"us","ferry pass","Ferry Pass","FL",27810,30.51,-87.2125
"826",26221,"us","florida ridge","Florida Ridge","FL",16999,27.58,-80.3869444
"827",26231,"us","forest city","Forest City","FL",13767,28.6613889,-81.4191667
"828",26256,"us","fort lauderdale","Fort Lauderdale","FL",170510,26.1219444,-80.1436111
"829",26264,"us","fort myers","Fort Myers","FL",53015,26.6402778,-81.8725
"830",26265,"us","fort myers beach","Fort Myers Beach","FL",6876,26.4516667,-81.9483333
"831",26271,"us","fort pierce","Fort Pierce","FL",37723,27.4463889,-80.3258333
"832",26276,"us","fort walton beach","Fort Walton Beach","FL",19731,30.4055556,-86.6188889
"833",26305,"us","fruitville","Fruitville","FL",14518,27.3294444,-82.4577778
"834",26315,"us","gainesville","Gainesville","FL",125684,29.6513889,-82.325
"835",26348,"us","gladeview","Gladeview","FL",14058,25.8388889,-80.2358333
"836",26354,"us","glenvar heights","Glenvar Heights","FL",17087,25.7072222,-80.3258333
"837",26360,"us","golden gate","Golden Gate","FL",25388,26.1875,-81.6952778
"838",26362,"us","golden glades","Golden Glades","FL",36924,25.9113889,-80.2005556
"839",26366,"us","goldenrod","Goldenrod","FL",13219,28.61,-81.2888889
"840",26428,"us","gulf gate estates","Gulf Gate Estates","FL",11749,27.2591667,-82.5069444
"841",26437,"us","gulfport","Gulfport","FL",12612,27.7480556,-82.7036111
"842",26444,"us","haines city","Haines City","FL",14457,28.1138889,-81.6180556
"843",26449,"us","hallandale beach","Hallandale Beach","FL",35761,25.9808333,-80.1486111
"844",26458,"us","hamptons at boca raton","Hamptons at Boca Raton","FL",11218,26.3822222,-80.1861111
"845",26510,"us","hialeah","Hialeah","FL",224840,25.8572222,-80.2783333
"846",26512,"us","hialeah gardens","Hialeah Gardens","FL",20241,25.8647222,-80.3247222
"847",26544,"us","hobe sound","Hobe Sound","FL",11403,27.0591667,-80.1366667
"848",26550,"us","holiday","Holiday","FL",23391,28.1875,-82.7397222
"849",26560,"us","holly hill","Holly Hill","FL",12738,29.2433333,-81.0377778
"850",26562,"us","hollywood","Hollywood","FL",144821,26.0108333,-80.1497222
"851",26571,"us","homestead","Homestead","FL",35379,25.4683333,-80.4777778
"852",26607,"us","immokalee","Immokalee","FL",23322,26.4183333,-81.4175
"853",26612,"us","indian harbour beach","Indian Harbour Beach","FL",8579,28.1486111,-80.5886111
"854",26636,"us","iona","Iona","FL",13052,26.52,-81.9641667
"855",26651,"us","ives estates","Ives Estates","FL",20043,25.9619444,-80.1769444
"856",26654,"us","jacksonville","Jacksonville","FL",797557,30.3319444,-81.6558333
"857",26655,"us","jacksonville beach","Jacksonville Beach","FL",21552,30.2944444,-81.3933333
"858",26662,"us","jasmine estates","Jasmine Estates","FL",18887,28.2927778,-82.6902778
"859",26669,"us","jensen beach","Jensen Beach","FL",11812,27.2541667,-80.23
"860",26694,"us","jupiter","Jupiter","FL",48974,26.9338889,-80.0944444
"861",26707,"us","kendale lakes","Kendale Lakes","FL",61791,25.7077778,-80.4072222
"862",26708,"us","kendall","Kendall","FL",83026,25.6788889,-80.3175
"863",26723,"us","key biscayne","Key Biscayne","FL",10122,25.6933333,-80.1630556
"864",26725,"us","key largo","Key Largo","FL",12247,25.0861111,-80.4475
"865",26727,"us","key west","Key West","FL",24646,24.5552778,-81.7827778
"866",26739,"us","kings point","Kings Point","FL",12201,26.445,-80.14
"867",26747,"us","kissimmee","Kissimmee","FL",63685,28.2916667,-81.4077778
"868",26766,"us","lady lake","Lady Lake","FL",13262,28.9172222,-81.9230556
"869",26780,"us","lake city","Lake City","FL",10924,30.1894444,-82.6394444
"870",26800,"us","lake lucerne","Lake Lucerne","FL",9044,25.9647222,-80.2416667
"871",26802,"us","lake magdalene","Lake Magdalene","FL",38195,28.0738889,-82.4719444
"872",26804,"us","lake mary","Lake Mary","FL",14599,28.7586111,-81.3180556
"873",26807,"us","lake park","Lake Park","FL",9656,26.8,-80.0666667
"874",26819,"us","lake wales","Lake Wales","FL",12407,27.9011111,-81.5861111
"875",26821,"us","lake worth","Lake Worth","FL",35817,26.6155556,-80.0572222
"876",26824,"us","lakeland","Lakeland","FL",90761,28.0391667,-81.95
"877",26825,"us","lakeland highlands","Lakeland Highlands","FL",14100,27.9594444,-81.9502778
"878",26829,"us","lakeside","Lakeside","FL",32051,30.1297222,-81.7683333
"879",26847,"us","lantana","Lantana","FL",9816,26.5863889,-80.0522222
"880",26848,"us","largo","Largo","FL",71666,27.9091667,-82.7875
"881",26851,"us","lauderdale lakes","Lauderdale Lakes","FL",31589,26.1661111,-80.2086111
"882",26853,"us","lauderhill","Lauderhill","FL",59861,26.14,-80.2136111
"883",26854,"us","laurel","Laurel","FL",8529,27.13,-82.4533333
"884",26866,"us","leesburg","Leesburg","FL",18284,28.8105556,-81.8780556
"885",26867,"us","lehigh acres","Lehigh Acres","FL",48534,26.625,-81.625
"886",26868,"us","leisure city","Leisure City","FL",23770,25.495,-80.4294444
"887",26883,"us","lighthouse point","Lighthouse Point","FL",11237,26.2752778,-80.0875
"888",26910,"us","lockhart","Lockhart","FL",13713,28.6191667,-81.4427778
"889",26922,"us","longwood","Longwood","FL",13594,28.7027778,-81.3386111
"890",26949,"us","lutz","Lutz","FL",21583,28.1508333,-82.4616667
"891",26953,"us","lynn haven","Lynn Haven","FL",15945,30.2452778,-85.6483333
"892",26966,"us","maitland","Maitland","FL",11686,28.6275,-81.3633333
"893",26982,"us","mango","Mango","FL",8979,27.9794444,-82.3066667
"894",26991,"us","marathon","Marathon","FL",10060,24.7133333,-81.0905556
"895",26996,"us","margate","Margate","FL",55510,26.2441667,-80.2066667
"896",27046,"us","melbourne","Melbourne","FL",76326,28.0833333,-80.6083333
"897",27061,"us","merritt island","Merritt Island","FL",37991,28.5388889,-80.6722222
"898",27064,"us","miami","Miami","FL",382894,25.7738889,-80.1938889
"899",27065,"us","miami beach","Miami Beach","FL",89326,25.7902778,-80.1302778
"900",27067,"us","miami lakes","Miami Lakes","FL",22582,25.9083333,-80.3088889
"901",27068,"us","miami shores","Miami Shores","FL",10056,25.8627778,-80.1930556
"902",27069,"us","miami springs","Miami Springs","FL",13383,25.8219444,-80.2897222
"903",27072,"us","micco","Micco","FL",9944,27.8802778,-80.5005556
"904",27096,"us","mims","Mims","FL",9095,28.665,-80.845
"905",27100,"us","miramar","Miramar","FL",112922,25.9869444,-80.2325
"906",27145,"us","mount dora","Mount Dora","FL",10924,28.8022222,-81.6447222
"907",27168,"us","myrtle grove","Myrtle Grove","FL",17255,30.4208333,-87.3075
"908",27171,"us","naples","Naples","FL",21498,26.1416667,-81.795
"909",27173,"us","naples park","Naples Park","FL",6756,26.2613889,-81.8094444
"910",27198,"us","new port richey","New Port Richey","FL",17154,28.2438889,-82.7194444
"911",27201,"us","new smyrna beach","New Smyrna Beach","FL",21234,29.0255556,-80.9272222
"912",27211,"us","niceville","Niceville","FL",12573,30.5166667,-86.4822222
"913",27224,"us","norland","Norland","FL",23604,25.9486111,-80.2125
"914",27230,"us","north andrews gardens","North Andrews Gardens","FL",10056,26.1911111,-80.1444444
"915",27236,"us","north fort myers","North Fort Myers","FL",46482,26.6669444,-81.8802778
"916",27238,"us","north lauderdale","North Lauderdale","FL",34267,26.2169444,-80.2261111
"917",27240,"us","north miami","North Miami","FL",58472,25.8897222,-80.1869444
"918",27241,"us","north miami beach","North Miami Beach","FL",39735,25.9327778,-80.1627778
"919",27244,"us","north palm beach","North Palm Beach","FL",12863,26.8172222,-80.0822222
"920",27247,"us","north port","North Port","FL",38054,27.0438889,-82.2361111
"921",27273,"us","oak ridge","Oak Ridge","FL",26836,28.4708333,-81.4247222
"922",27282,"us","oakland park","Oakland Park","FL",31605,26.1719444,-80.1322222
"923",27284,"us","ocala","Ocala","FL",49558,29.1869444,-82.1402778
"924",27303,"us","ocoee","Ocoee","FL",28570,28.5688889,-81.5441667
"925",27307,"us","ojus","Ojus","FL",17330,25.9480556,-80.1508333
"926",27321,"us","oldsmar","Oldsmar","FL",15172,28.0338889,-82.6652778
"927",27325,"us","olympia heights","Olympia Heights","FL",14874,25.7263889,-80.3555556
"928",27328,"us","opa-locka","Opa-locka","FL",14563,25.9019444,-80.2505556
"929",27343,"us","orange park","Orange Park","FL",9265,30.1658333,-81.7066667
"930",27352,"us","orlando","Orlando","FL",207970,28.5380556,-81.3794444
"931",27354,"us","ormond beach","Ormond Beach","FL",38455,29.2855556,-81.0561111
"932",27370,"us","oviedo","Oviedo","FL",29056,28.6697222,-81.2083333
"933",27384,"us","palatka","Palatka","FL",10737,29.6483333,-81.6377778
"934",27386,"us","palm bay","Palm Bay","FL",89093,28.0341667,-80.5888889
"935",27387,"us","palm beach","Palm Beach","FL",9767,26.7052778,-80.0366667
"936",27389,"us","palm beach gardens","Palm Beach Gardens","FL",48140,26.8230556,-80.1388889
"937",27393,"us","palm city","Palm City","FL",28165,27.1675,-80.2663889
"938",27394,"us","palm coast","Palm Coast","FL",41483,29.5847222,-81.2080556
"939",27396,"us","palm harbor","Palm Harbor","FL",64502,28.0777778,-82.7638889
"940",27403,"us","palm springs","Palm Springs","FL",14329,26.6355556,-80.0963889
"941",27406,"us","palm valley","Palm Valley","FL",27680,30.1772222,-81.3877778
"942",27413,"us","palmetto","Palmetto","FL",12806,27.5211111,-82.5725
"943",27414,"us","palmetto estates","Palmetto Estates","FL",14488,25.6211111,-80.3622222
"944",27420,"us","panama city","Panama City","FL",37633,30.1586111,-85.6602778
"945",27437,"us","parkland","Parkland","FL",24693,26.3097222,-80.2375
"946",27461,"us","pembroke pines","Pembroke Pines","FL",155862,26.0027778,-80.2241667
"947",27466,"us","pensacola","Pensacola","FL",54104,30.4211111,-87.2169444
"948",27488,"us","pine castle","Pine Castle","FL",9132,28.4716667,-81.3680556
"949",27493,"us","pine hills","Pine Hills","FL",45530,28.5575,-81.4536111
"950",27505,"us","pinecrest","Pinecrest","FL",19720,25.6666667,-80.3083333
"951",27510,"us","pinellas park","Pinellas Park","FL",46495,27.8425,-82.6997222
"952",27515,"us","pinewood","Pinewood","FL",17149,25.8686111,-80.2172222
"953",27527,"us","plant city","Plant City","FL",31675,28.0183333,-82.1130556
"954",27528,"us","plantation","Plantation","FL",85739,26.1272222,-80.2333333
"955",27560,"us","pompano beach","Pompano Beach","FL",89715,26.2375,-80.125
"956",27561,"us","pompano beach highlands","Pompano Beach Highlands","FL",7192,26.2825,-80.1072222
"957",27572,"us","port charlotte","Port Charlotte","FL",49333,26.9758333,-82.0908333
"958",27581,"us","port orange","Port Orange","FL",54209,29.1380556,-80.9958333
"959",27585,"us","port saint john","Port Saint John","FL",14082,28.4766667,-80.7888889
"960",27586,"us","port saint lucie","Port Saint Lucie","FL",119371,27.2936111,-80.3505556
"961",27605,"us","punta gorda","Punta Gorda","FL",18306,26.9294444,-82.0455556
"962",27653,"us","richmond heights","Richmond Heights","FL",8496,25.6311111,-80.3691667
"963",27654,"us","richmond west","Richmond West","FL",31541,25.61,-80.4297222
"964",27675,"us","riviera beach","Riviera Beach","FL",33678,26.775,-80.0583333
"965",27692,"us","rockledge","Rockledge","FL",23511,28.3505556,-80.7255556
"966",27719,"us","royal palm beach","Royal Palm Beach","FL",34750,26.7080556,-80.2308333
"967",27739,"us","safety harbor","Safety Harbor","FL",17528,27.9905556,-82.6933333
"968",27742,"us","saint augustine","Saint Augustine","FL",12097,29.8944444,-81.3147222
"969",27746,"us","saint cloud","Saint Cloud","FL",22947,28.2486111,-81.2813889
"970",27759,"us","saint pete beach","Saint Pete Beach","FL",10065,27.725,-82.7413889
"971",27761,"us","saint petersburg","Saint Petersburg","FL",246316,27.7705556,-82.6794444
"972",27771,"us","san carlos park","San Carlos Park","FL",19158,26.4669444,-81.8016667
"973",27783,"us","sandalfoot cove","Sandalfoot Cove","FL",17964,26.3388889,-80.1877778
"974",27791,"us","sanford","Sanford","FL",45289,28.8002778,-81.2733333
"975",27806,"us","sarasota","Sarasota","FL",53327,27.3361111,-82.5308333
"976",27809,"us","sarasota springs","Sarasota Springs","FL",15898,27.3086111,-82.4797222
"977",27812,"us","satellite beach","Satellite Beach","FL",9321,28.1758333,-80.5902778
"978",27824,"us","scott lake","Scott Lake","FL",14425,25.9411111,-80.2322222
"979",27836,"us","sebastian","Sebastian","FL",18953,27.8161111,-80.4708333
